od,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99
"(3, 7)",710.7135797919393,0.1,0.1,0.1,701.1905836246943,0.1,0.1,0.1,0.1,0.1,685.1231576050517,0.1,735.754000017653,0.1,723.310335357131,0.1,732.176271860229,0.1,601.9864727489886,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,829.4244677506857,0.1,668.3059263303584,0.1,0.1,744.8949894378046,0.1,742.4481164055514,644.241302081609,627.6738585685544,637.9588444624045,0.1,0.1,0.1,0.1,0.1,689.5784381611977,688.1737536928173,0.1,0.1,0.1,568.49925292229,0.1,639.0457274258991,0.1,743.8995627270469,0.1,0.1,0.1,0.1,893.7976984765527,0.1,0.1,0.1,0.1,0.1,0.1,685.044135711217,0.1,0.1,0.1,704.7084955938705,676.8923955202122,668.7086547984513,0.1,0.1,0.1,0.1,0.1,0.1,701.229609938263,0.1,0.1,0.1,0.1,599.6443721617649,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"(3, 8)",722.6418259626711,0.1,663.5425925059862,0.1,0.1,0.1,0.1,0.1,0.1,605.1409594624351,0.1,0.1,0.1,0.1,0.1,0.1,655.4945375120747,0.1,0.1,0.1,0.1,0.1,0.1,742.7684495172275,0.1,0.1,0.1,0.1,0.1,0.1,683.9352014133755,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,696.4545641451141,0.1,0.1,0.1,768.564037062039,0.1,0.1,0.1,0.1,0.1,705.7792913652794,0.1,0.1,0.1,0.1,0.1,0.1,0.1,723.4373502530777,0.1,0.1,0.1,695.451327410553,607.5432839624707,0.1,0.1,0.1,0.1,0.1,707.8405343215734,0.1,590.7486411061584,0.1,824.1505298861725,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,681.2534820221472,0.1,0.1,0.1,0.1,0.1,0.1,0.1,755.4653389506732,0.1,0.1,0.1,0.1,0.1,0.1
"(3, 9)",1206.2959329950615,0.1,0.1,0.1,0.1,0.1,1109.6897225238959,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1203.522710635743,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1140.3925426216574,0.1,0.1,0.1,1280.6231009311523,1150.331139252526,0.1,0.1,0.1,0.1,0.1,1279.9459700068037,0.1,0.1,0.1,1020.9776232592934,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1200.590818788841,1253.1088143443,0.1,1132.0406632808324,0.1,0.1,0.1,0.1,1073.7045500299855,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1215.4825422328659,0.1,0.1,1158.5030677778159,0.1,0.1,0.1,1250.971892540607,0.1,0.1,1202.359691141162,0.1,0.1,0.1,0.1,0.1,0.1,1159.5192122955746,0.1,0.1,0.1,1140.5517993814526,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1177.0275605931618,0.1,1213.45677038577,0.1,0.1,0.1
"(3, 10)",0.1,1445.8218195055076,1362.5549451604513,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1299.5192633664547,0.1,1392.2014871430013,0.1,0.1,0.1,0.1,1281.8442569831718,0.1,0.1,0.1,1484.0580624184795,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1433.2559496084232,0.1,0.1,0.1,0.1,1395.6048380085206,0.1,1482.4233909856307,0.1,0.1,0.1,0.1,1282.0259309313742,0.1,0.1,0.1,0.1,0.1,0.1,1446.4148045341171,0.1,1463.3875741167935,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1442.9029112490123,0.1,0.1,1398.2393502541256,0.1,0.1,0.1,1383.6872997739163,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1400.7395556085066,0.1,0.1,1445.6896956444623,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1356.2611942666745,0.1,0.1,0.1,0.1,1357.688551792239,0.1,0.1
"(3, 11)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,610.2440917323763,0.1,691.9317613436917,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,599.6431608358689,624.3327175029922,0.1,689.9229347928765,649.0064724473694,622.0238824022017,696.9571551537455,583.1676254354036,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,628.437798479719,0.1,631.0343590081944,0.1,0.1,0.1,0.1,626.5773401212014,0.1,562.2123704008154,0.1,0.1,714.6259020026966,0.1,0.1,0.1,549.1189687991314,0.1,579.4902990743838,630.238248333903,630.2733040214705,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,531.6833480515991,0.1,0.1,630.5834517232676,0.1,0.1,0.1,0.1,0.1,0.1,675.7130020714216,0.1,0.1
"(3, 12)",0.1,0.1,0.1,0.1,0.1,603.6078874079278,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,618.0840417520216,0.1,0.1,0.1,590.9954555002747,637.8949387226445,0.1,495.1443769151389,0.1,0.1,537.9195540470132,0.1,0.1,0.1,0.1,0.1,0.1,0.1,559.7696258757371,0.1,0.1,0.1,731.9988762527698,0.1,0.1,0.1,456.1507494765959,524.6336129543812,543.7633900575769,0.1,0.1,0.1,0.1,0.1,0.1,576.5736221363524,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,522.2151618156735,0.1,0.1,0.1,0.1,0.1,587.4797015281059,0.1,0.1,0.1,0.1,0.1,0.1,588.2008172637827,0.1,0.1,0.1,592.4514480565103,0.1,568.6513738058724,594.1193425524741,0.1,0.1,556.2459879676259,0.1,654.402939094246,0.1,0.1,0.1,678.6967457056189,0.1,0.1,570.0465867347937,0.1,0.1,0.1
"(3, 13)",0.1,503.3433713328756,513.3372569999657,0.1,0.1,0.1,478.04464577003813,0.1,0.1,0.1,443.9064300594807,0.1,0.1,467.06326646812806,0.1,433.0272397159754,0.1,0.1,0.1,0.1,573.1481111536773,0.1,0.1,0.1,0.1,0.1,453.47370884178844,0.1,0.1,504.8147581506552,0.1,0.1,535.6942295780628,534.7090361649832,0.1,0.1,559.4518263972899,0.1,0.1,0.1,0.1,0.1,587.242119562337,0.1,0.1,0.1,0.1,0.1,0.1,0.1,472.83582424247663,0.1,0.1,0.1,0.1,0.1,0.1,580.8483333608024,0.1,0.1,0.1,0.1,0.1,523.1773526958834,0.1,419.86874355826524,0.1,0.1,0.1,0.1,0.1,0.1,0.1,500.9234001139354,474.43411331573355,635.1976027118715,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,511.7420459125032,0.1,511.15213740806115,522.2436623572659,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"(3, 14)",0.1,0.1,0.1,0.1,522.0773023052136,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,512.5190999059868,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,461.4440538659872,614.9912392087103,0.1,0.1,0.1,0.1,598.3968176680182,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,497.3794823052292,0.1,485.30757792644437,465.1092151054656,0.1,447.09808906970125,499.81225202302755,632.7223112627086,0.1,0.1,0.1,579.6754687870797,0.1,0.1,0.1,0.1,0.1,0.1,559.9533712948436,473.80417936548145,0.1,510.6790349719458,0.1,0.1,0.1,0.1,0.1,0.1,623.4796960519624,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,474.4413026590082,0.1,383.62085140981094,0.1,0.1,0.1,474.9236552994128,445.7357151465506,551.3154012996387,0.1,0.1,0.1,415.2058001347467,0.1,548.3553000450729,0.1,0.1,0.1,533.0461859022685
"(3, 15)",895.2320337764145,0.1,0.1,764.3748107889857,0.1,0.1,0.1,0.1,0.1,887.59835187601,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,808.3752397477064,815.1479761081602,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,793.5284354953997,0.1,0.1,829.1342750909191,838.6555252712673,0.1,812.7077028730656,734.5752160449841,0.1,0.1,0.1,880.5596223070909,819.0974212767779,0.1,734.2495689666332,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,890.1983297641558,0.1,0.1,799.5645657186054,0.1,0.1,0.1,0.1,0.1,0.1,0.1,803.2297246797765,0.1,0.1,0.1,930.2035435191253,0.1,878.7418714933924,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,793.2725818412433,0.1,785.9222046735745,0.1,824.2798187818353,780.019077464056,0.1,624.9645927872001,0.1,0.1,0.1,0.1,0.1,0.1,773.4616563256441,832.0908614249674
"(3, 16)",0.1,399.58624285733174,0.1,541.3763120005977,576.3982729481896,567.8296146229552,0.1,482.75727448531785,0.1,0.1,0.1,0.1,0.1,0.1,0.1,511.97233701343595,0.1,0.1,0.1,0.1,489.20253842341486,0.1,0.1,0.1,556.3479630016902,519.1463336132437,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,534.5668119854502,504.97554156263436,480.36260620494943,0.1,0.1,544.801687449073,0.1,0.1,503.20165563196065,0.1,0.1,0.1,0.1,0.1,447.2720807611322,0.1,0.1,0.1,0.1,0.1,0.1,485.66730580600995,0.1,0.1,0.1,0.1,598.0917341774837,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,553.0688146092019,0.1,0.1,536.2887187728177,585.8407476364994,0.1,0.1,0.1,0.1,0.1,607.600274366628,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,517.0260805443007,0.1,0.1,0.1,477.8303340625361,0.1,0.1,0.1,0.1
"(3, 17)",0.1,0.1,104.78547470615173,0.1,0.1,0.1,0.1,0.1,0.1,0.1,32.278207872154965,183.9643081043887,0.1,0.1,81.6307093815954,0.1,34.96414984500535,0.1,308.3300906597352,20.524903604185567,0.1,88.16071700707342,0.1,0.6404788529659271,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,139.70748183553613,0.1,0.1,0.1,87.33535427409566,0.1,0.1,0.1,0.1,0.1,0.1,0.1,78.38165676715845,0.1,0.1,0.1,0.1,93.72644775981159,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,92.98701095541269,0.1,0.1,0.1,0.1,0.1,0.1,169.65648792863803,143.1258651932752,186.75932620866882,0.1,111.79619676032871,0.1,191.82697730454368,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,110.71894195848373,0.1
"(3, 18)",0.1,62.21045261029141,0.1,165.20289021122,0.1,0.1,0.1,0.1,0.1,316.7292356325324,236.34232697979124,0.1,0.1,0.1,0.1,0.1,0.1,0.1,285.94526922904424,0.1,0.1,0.1,148.5736900616531,0.1,169.0758799792428,0.1,0.1,0.1,90.52486019038747,274.9109466073635,241.47673751038172,201.80653833044406,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,231.5873620407619,103.3600727857591,0.1,156.03513128369144,1e-07,172.78435119931353,0.1,0.1,0.1,212.59639927942467,0.1,119.70119922521404,0.1,0.1,127.3285912353148,0.1,0.1,0.1,0.1,133.2904790512843,0.1,179.86508224579535,195.25923262613708,238.0581574367055,160.43496250618762,191.75866141718686,0.1,0.1,0.1,0.1,0.1,276.080529294499,0.1,0.1,0.1,0.1,216.0305060605111,0.1,0.1,197.53594940226006,0.1,0.1,271.55532935370775,0.1,222.86944737639624,215.29955816404308,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,114.79274812223467,0.1
"(3, 19)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,322.9221726121254,0.1,384.5738939924228,230.53480650261417,0.1,0.1,297.7154066617308,291.38793267258046,0.1,0.1,0.1,333.99694956248163,0.1,0.1,0.1,0.1,0.1,0.1,239.2038416978065,279.03709314979994,0.1,0.1,0.1,0.1,0.1,0.1,309.61542734911245,257.2971067076061,0.1,0.1,310.78920649473076,0.1,0.1,126.67416400156105,0.1,0.1,0.1,0.1,0.1,348.9958726184432,0.1,317.5314572943054,0.1,0.1,0.1,0.1,0.1,0.1,0.1,284.9556159737883,0.1,306.8259530205622,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,366.28832163747285,0.1,191.46892059819308,0.1,0.1,0.1,0.1,0.1,240.1894148254224,0.1,0.1,375.3775091148918,424.2531554239981,0.1,0.1,0.1,399.2743090363125,0.1,0.1,0.1,0.1,0.1,0.1,343.1628311697748,0.1
"(3, 20)",0.1,0.1,232.87901549484917,0.1,0.1,0.1,182.20126105416145,0.1,268.0817617255359,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,153.29818648955654,219.59521331775431,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,181.8736361680301,0.1,0.1,135.13867880968172,0.1,0.1,0.1,0.1,0.1,0.1,0.1,137.75855454061985,0.1,0.1,0.1,188.19458011631755,0.1,0.1,0.1,0.1,182.69037079455993,258.4463815109497,0.1,0.1,0.1,204.0997022825173,0.1,267.2900136924062,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,144.26189314457218,0.1,0.1,118.45158710832845,181.06887095974875,0.1,189.30966488549203,279.1236031851443,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,127.95154421054711,0.1,0.1,329.2362850381202
"(3, 21)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,393.1028392583843,245.98062049621615,447.7356664847374,0.1,0.1,0.1,301.78053072199015,0.1,357.95640208518995,363.01342186761724,313.90056473982617,332.13937214671057,0.1,0.1,0.1,0.1,0.1,0.1,285.1881495013066,0.1,358.83754208173866,0.1,488.34291070510295,471.10054697204384,0.1,0.1,530.4406612946342,0.1,0.1,0.1,0.1,402.01563226635795,0.1,0.1,0.1,309.715931523278,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,479.1405383230787,0.1,0.1,0.1,0.1,347.97058481232483,0.1,367.2589046923532,0.1,0.1,0.1,0.1,0.1,0.1,456.82222959171895,0.1,443.28622202440266,0.1,368.32679304179334,0.1,0.1,413.0653913447393,0.1,0.1,0.1,458.40971333056314,0.1,434.80287400989556,440.8186778556073,0.1,0.1,0.1,373.7056526702725,0.1,0.1,0.1,0.1,0.1,0.1,492.39459524537284,0.1,0.1
"(3, 22)",0.1,0.1,0.1,555.8484678583583,0.1,0.1,0.1,0.1,398.8160585202926,0.1,0.1,0.1,0.1,0.1,529.8533078407002,0.1,469.7772185063587,0.1,0.1,0.1,0.1,0.1,566.2110018430546,0.1,0.1,0.1,0.1,0.1,0.1,590.5211589108403,0.1,0.1,0.1,0.1,0.1,502.7754684931423,475.37713277251015,522.6077196287067,0.1,0.1,0.1,0.1,0.1,0.1,503.70442721832177,0.1,392.75424706202637,558.8800578046589,0.1,396.0556478717276,0.1,516.0227228972278,0.1,0.1,0.1,0.1,0.1,0.1,0.1,518.01951108484,463.40528887208274,651.3999086742435,0.1,0.1,0.1,0.1,0.1,0.1,0.1,501.6882039882853,0.1,0.1,0.1,574.9489380575736,492.44588644407054,0.1,0.1,579.6098276085202,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,503.1395354336048,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"(3, 23)",0.1,152.22286841057945,0.1,0.1,0.1,0.1,0.1,161.75324687180895,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,242.6838343332471,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,66.66212391126794,267.94622067257785,0.1,233.11691278248855,0.1,0.1,0.1,0.1,0.1,0.1,0.1,114.47847841571361,184.25147891318352,182.10789797932767,0.1,187.05975097986862,252.91336011266515,0.1,0.1,218.42264628373,0.1,0.1,0.1,190.46707391125187,0.1,0.1,229.2703786818299,0.1,229.3178585597148,0.1,0.1,0.1,0.1,51.85206502007463,297.820876201621,0.1,212.02591866505486,0.1,0.1,0.1,186.7387121850302,213.12481126482868,263.5474222218307,0.1,0.1,0.1,0.1,152.54498236598428,0.1,123.34245039212682,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,127.21136757102752,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"(4, 0)",0.1,0.1,0.1,0.1,0.1,203.4538499518043,0.1,85.77479103255654,89.02358474509454,0.1,0.1,0.1,0.1,269.83415331191,0.1,0.1,0.1,0.1,0.1,288.45844927939896,185.32544985469394,0.1,184.97635726617926,186.71376890078204,0.1,213.21168809623072,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,217.03755786828185,193.28614593918476,0.1,0.1,0.1,207.13834417569817,203.78023713612308,0.1,0.1,0.1,266.0338632970355,0.1,0.1,0.1,0.1,0.1,0.1,0.1,153.57732180055245,0.1,0.1,256.40501983319143,0.1,0.1,159.60612714701935,0.1,0.1,130.5703754888549,0.1,0.1,0.1,0.1,176.27420680411132,0.1,194.41755682212846,264.0507395220804,0.1,239.2210550511565,197.70138002401703,267.2866351622143,0.1,0.1,0.1,0.1,0.1,148.92519237280686,0.1,97.89999333217781,122.21181755672083,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,258.5393750209464,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"(4, 1)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,140.679127275359,189.74696645528428,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,151.92450126822087,0.1,0.1,0.1,214.46974704321224,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,34.1853094113449,0.1,101.8025658478133,0.1,0.1,57.42816787552015,32.138976606652335,102.82658104832478,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,70.0482006571095,0.1,187.52127597899315,0.1,123.3077382501266,74.28158214472145,72.73899570316388,0.1,0.1,0.1,0.1,27.201175884164215,146.11398957371281,0.1,0.1,0.1,0.1,19.53492216034479,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,136.82332078412745,24.88167866646981,0.1,0.1,0.1,0.1,0.1,0.1,137.08009031987444,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"(4, 2)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,159.30279174445127,0.1,114.6994384029101,176.7295628119067,0.1,119.41060689308992,1.9404537833700317,0.1,0.1,0.1,0.1,26.446746540359015,0.1,0.1,0.1,0.1,0.1,82.31022419930474,0.1,0.1,83.18998366598959,18.1676200405619,0.1,0.1,87.09642461938061,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,85.47930907936862,113.22871742758454,0.1,129.40506763631382,0.1,0.1,0.1,0.1,0.1,0.1,0.1,159.72732031784267,129.43169690042788,0.1,83.11416771065485,0.1,0.1,0.1,0.1,158.94882249386097,93.38757532136559,0.1,0.1,0.1,0.1,0.1,0.1,0.1,78.00535707309655,0.1,0.1,241.4815202893176,0.1,0.1,0.1,0.1,256.3862931321613,0.1,0.1,119.81113133305654,0.1,93.4650706314655,1e-07,0.1,0.1,41.93700916673903,0.1,123.50515112943907,0.1,0.1,0.1,91.78836545343651,0.1,0.1,6.181741878224599
"(4, 3)",0.1,0.1,0.1,0.1,546.8537522373304,495.79280910167006,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,474.6454298867511,502.5311305764087,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,484.83949552825203,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,497.1022830907724,459.10138450900354,575.5032261590495,515.4190986431666,0.1,0.1,0.1,0.1,456.6969293255733,580.6165092691344,527.563264126991,541.9197586749602,0.1,0.1,0.1,386.7303597991901,0.1,0.1,0.1,0.1,0.1,0.1,0.1,572.5267196232935,0.1,0.1,0.1,509.2209533996103,0.1,589.3566701792752,0.1,0.1,0.1,0.1,504.54833759323395,425.4438996091832,0.1
"(4, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(4, 5)",133.40398744458898,0.1,0.1,0.1,0.1,0.1,193.34000863688064,0.1,0.1,168.64286022583917,0.1,0.1,65.5081737110805,0.1,0.1,0.1,0.1,155.19295257888388,111.77631832980981,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,257.22105818890293,0.1,304.3192762549185,239.9831079735024,0.1,147.85116034363617,252.57393072604037,0.1,0.1,0.1,0.1,240.14270260818927,212.2768972449011,243.9481627151329,0.1,0.1,0.1,0.1,0.1,190.69560161517052,0.1,124.35918542951306,155.92755639548258,190.48983255734038,0.1,148.40366340478357,0.1,225.90766500369972,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,275.10296670186545,0.1,0.1,0.1,0.1,74.40660890107442,0.1,189.12871678624794,0.1,0.1,0.1,0.1,239.70791241445488,184.51960447217445,0.1,0.1,266.60947876660896,0.1,0.1,234.93616483116892,0.1,32.18536945541905,123.36939821070321,0.1,0.1,0.1,0.1,231.33336514254,191.6554904565784,0.1,0.1,260.90555558196104,186.69091720585547,0.1,200.499203510366,0.1,0.1
"(4, 6)",0.1,255.78553522500582,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,220.61740828957565,0.1,0.1,228.13791927432894,197.7764831013119,0.1,0.1,0.1,246.1507701419259,0.1,0.1,0.1,200.7191652511422,0.1,0.1,0.1,0.1,0.1,0.1,0.1,221.0891835139958,0.1,0.1,0.1,0.1,0.1,0.1,0.1,112.42193503126907,193.17439163307776,0.1,0.1,0.1,0.1,361.6049905985985,171.42332381771078,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,226.27047292575185,0.1,277.36616001704243,0.1,269.08065421521053,0.1,262.04112873560666,0.1,0.1,0.1,0.1,0.1,0.1,90.64142097820229,0.1,0.1,259.56727353186153,0.1,0.1,0.1,124.57789420362353,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"(4, 7)",0.1,0.1,0.1,0.1,0.1,406.4214699264752,0.1,525.9343445611165,585.9968305757795,0.1,585.8725218813715,0.1,0.1,0.1,0.1,0.1,500.65666785663643,0.1,529.9546491282784,519.9558506961436,0.1,0.1,0.1,0.1,0.1,0.1,0.1,534.8710771369415,0.1,431.13059569880306,0.1,0.1,0.1,471.6225538762611,0.1,0.1,0.1,0.1,0.1,481.330598927405,0.1,0.1,440.0856611037404,0.1,0.1,0.1,0.1,0.1,0.1,465.09714680828915,0.1,0.1,0.1,0.1,0.1,483.9666730492927,0.1,0.1,0.1,0.1,0.1,0.1,515.5084557125107,0.1,526.9879956421665,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,462.5688137414034,0.1,513.3655073753573,0.1,0.1,0.1,0.1,0.1,0.1,447.3457702820826,0.1,0.1,0.1,0.1,0.1,502.57959922215565,458.03250895973304,507.3184463198785,0.1,0.1,0.1
"(4, 8)",875.5921216173915,0.1,756.6364688860266,0.1,847.6566753536126,0.1,742.0520580061204,0.1,795.2039784887825,0.1,0.1,0.1,0.1,0.1,0.1,721.4173097198048,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,801.7335428224333,0.1,0.1,874.1150254094734,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,816.8514969904968,0.1,0.1,0.1,0.1,0.1,0.1,0.1,912.8431628560004,0.1,0.1,0.1,762.4604408776277,0.1,0.1,764.5375611237579,0.1,0.1,0.1,678.8534645376502,0.1,0.1,781.1743170704354,736.2595936878433,700.9102285071707,0.1,0.1,0.1,808.5758076544491,0.1,680.4788973123402,779.4529419541844,0.1,880.0265647933282,0.1,0.1,0.1,837.6677321842457,844.2811055899109,0.1,0.1,0.1,0.1,924.0456004583366,791.1711150455029,850.2053907206428,908.4391294245369,800.303866919489,0.1,0.1,811.6461446039733,0.1,0.1,0.1,0.1,0.1,808.4572990895731,0.1,0.1,0.1,0.1,0.1,0.1
"(4, 9)",0.1,0.1,950.1307480401944,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,935.2571277752558,0.1,1059.2509514216806,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,914.4501702453541,0.1,0.1,0.1,0.1,959.4640730550335,0.1,0.1,0.1,0.1,1038.8880580113862,0.1,0.1,1077.6413050316737,0.1,984.9523909846687,0.1,1020.0350626826188,0.1,0.1,0.1,931.4448370364181,993.0649701501648,0.1,0.1,0.1,951.0806104628559,0.1,0.1,1016.786028911411,993.3761309374199,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1068.8737034307753,0.1,0.1,0.1,0.1,928.7061649130225,992.3829804763157,0.1,0.1,960.2250931314475,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,935.6748508650508,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
